bio fuels Agriculture and forrestry;bio fuels Industry;bio fuels Industry green;bio fuels small houses direct heating green;bio fuels transports;bio gas Industry;CGP use of bio fuels green;CGP use of bio oil;CGP use of oil products;DHP industry;DHP others;DHP Public;DHP use of Bio gas;DHP use of oil products;electric production CGP;electricity Agriculture and forrestry;electricity others;electricity Public;oil Agriculture and forrestry;oil industry;oil others;oil Public;Propane and natural gas Industry;electricity holiday cottages
2.184999942779541;11.979000091552734;0;26.406000137329102;20.702999114990234;2.4619998931884766;0;0;0;11.645999908447266;20.558000564575195;2.005000114440918;0.12099999934434891;0.10000000149011612;0;12.413000106811523;44.020000457763672;19.270999908447266;8.9870004653930664;6.3540000915527344;0.52300000190734863;0;0.11299999803304672;2.597
