bio fuels Agriculture and forrestry,bio fuels Industry,bio fuels Industry green,bio fuels small houses direct heating green,bio fuels transports,bio gas Industry,CGP use of bio fuels green,CGP use of bio oil,CGP use of oil products,DHP industry,DHP others,DHP Public,DHP use of Bio gas,DHP use of oil products,electric production CGP,electricity Agriculture and forrestry,electricity others,electricity Public,oil Agriculture and forrestry,oil industry,oil others,oil Public,Propane and natural gas Industry,electricity holiday cottages
2.184999943,11.97900009,0,26.40600014,20.70299911,2.461999893,0,0,0,11.64599991,20.55800056,2.005000114,0.120999999,0.100000001,0,12.41300011,44.02000046,19.27099991,8.987000465,6.354000092,0.523000002,0,0.112999998,2.597
