bio fuels Agriculture and forrestry;bio fuels Industry;bio fuels Industry green;bio fuels small houses direct heating green;bio fuels transports;bio gas Industry;CGP use of bio fuels green;CGP use of bio oil;CGP use of oil products;DHP industry;DHP others;DHP Public;DHP use of Bio gas;DHP use of oil products;electric production CGP;electricity Agriculture and forrestry;electricity holiday cottages;electricity others;electricity Public;oil Agriculture and forrestry;oil industry;oil others;oil Public;Propane and natural gas Industry
6.9180000000000001;5.4939500000000008;4.4950499999999991;37.563000000000002;47.908000000000001;0;1.0489999999999999;4.1399999999999997;3.54;95;33;58.200000000000003;0;0;10.476000000000001;27.216000000000001;9.3520000000000003;120.28;45.387;28.872;8.516;0.02;4.9829999999999997;0
