bio fuels Agriculture and forrestry;bio fuels Industry;bio fuels Industry green;bio fuels small houses direct heating green;bio fuels transports;bio gas Industry;CGP use of bio fuels green;CGP use of bio oil;CGP use of oil products;DHP industry;DHP others;DHP Public;DHP use of Bio gas;DHP use of oil products;electric production CGP;electricity Agriculture and forrestry;electricity holiday cottages;electricity others;electricity Public;oil Agriculture and forrestry;oil industry;oil others;oil Public;Propane and natural gas Industry
6.918;5.49395;4.49505;37.563;47.908;0;1.049;4.14;3.54;95;33;58.2;0;0;10.476;27.216;9.352;120.28;45.387;28.872;8.516;0.02;4.983;0
